label,color,weather,subnivel,formalidad,adventurous,estampado,estilo,fit,application
432,000081,cold,2.0,Formal,2,floral,classic,loose,work
433,00008b,warm,2.0,Informal,2,smooth,night,loose,freetime
434,B94600,warm,1.1,Informal,3,animal_print,street,loose,night
435,DFC8B2,warm,2.0,Informal,2,smooth,classic,tight,night
436,000000,warm,2.0,Informal,2,smooth,classic,tight,night
437,DFC8B2,cold,1.1,Informal,2,smooth,minimal,straight,working_girl
438,B94600,cold,1.1,Informal,2,smooth,minimal,straight,working_girl
439,F29985,warm,2.0,Informal,1,smooth,casual,straight,freetime
440,00008b,warm,2.0,Informal,1,smooth,casual,straight,freetime
441,BBE2AD,warm,2.0,Informal,1,smooth,casual,straight,freetime
442,87CEFA,warm,1.2,Informal,3,vertical_stripes,boho,loose,freetime
443,87CEFA,warm,2.0,Informal,2,vertical_stripes,boho,loose,freetime
444,DEB24C,warm,2.0,Informal,2,smooth,boho,straight,freetime
445,B94600,warm,2.0,Informal,2,smooth,boho,straight,freetime
446,666633,warm,2.0,Informal,2,smooth,boho,straight,freetime
447,000081,warm,2.0,Informal,2,smooth,boho,straight,freetime
448,800000,warm,1.2,Formal,2,smooth,classic,straight,working_girl
449,000000,warm,1.2,Formal,2,smooth,classic,straight,working_girl
450,DEB24C,warm,3.0,Formal,2,herringbone,classic,straight,freetime
451,D3D3D3,warm,3.0,Formal,2,herringbone,classic,straight,freetime
452,00008b,cold,3.0,Informal,1,smooth,street,straight,freetime
453,D3D3D3,cold,3.0,Informal,1,smooth,street,straight,freetime
454,DEB24C,cold,3.0,Informal,1,smooth,street,straight,freetime
455,DFC8B2,warm,2.0,Informal,2,smooth,casual,straight,freetime
456,00008b,warm,2.0,Informal,2,smooth,casual,straight,freetime
457,FFFF00,warm,2.0,Informal,2,smooth,casual,straight,freetime
458,00008b,warm,3.1,Formal,2,smooth,casual,loose,freetime
459,E65A5B,cold,3.0,Informal,1,smooth,minimal,straight,freetime
460,B11730,cold,3.0,Informal,1,smooth,minimal,straight,freetime
461,FFFF00,warm,1.2,Informal,1,geometric,casual,loose,freetime
462,87CEFA,cold,1.1,Formal,1,smooth,casual,tight,work
463,FFFFFF,cold,1.1,Formal,1,smooth,casual,tight,work
464,00008b,cold,1.1,Formal,1,smooth,casual,tight,work
465,000000,cold,3.0,Formal,2,floral,boho,straight,work
466,B94600,warm,2.0,Informal,2,smooth,street,straight,night
467,00008b,warm,2.0,Informal,2,smooth,street,straight,night
468,DEB24C,warm,2.0,Formal,3,retro,classic,straight,freetime
469,DFC8B2,warm,2.0,Informal,3,animal_print,boho,straight,freetime
470,DEB24C,warm,2.0,Formal,2,retro,classic,straight,freetime
471,FFA500,cold,2.0,Informal,2,horizontal_stripes,street,tight,freetime
472,008000,warm,1.1,Informal,3,tropical,boho,straight,freetime
473,666633,warm,1.1,Informal,3,army,boho,tight,freetime
474,000081,warm,3.1,Informal,2,smooth,boho,tight,freetime
475,00008b,cold,1.1,Informal,1,smooth,minimal,straight,work
476,000000,cold,1.1,Informal,1,smooth,minimal,straight,work
477,FFFFFF,warm,1.1,Informal,3,smooth,boho,straight,freetime
478,00008b,warm,1.1,Informal,3,smooth,boho,straight,freetime
479,800000,warm,1.2,Informal,2,smooth,boho,loose,freetime
480,800000,cold,3.0,Informal,2,smooth,boho,loose,freetime
481,DEB24C,cold,3.0,Informal,2,smooth,boho,loose,freetime
482,000081,cold,3.0,Informal,2,smooth,boho,loose,freetime
483,008000,cold,3.0,Informal,2,smooth,boho,loose,freetime
484,666633,cold,3.0,Informal,2,smooth,boho,loose,freetime
485,5F5E5E,cold,3.0,Informal,2,smooth,boho,loose,freetime
486,000000,warm,1.2,Formal,2,smooth,night,straight,special_occasion
487,00008b,warm,3.0,Formal,1,smooth,classic,straight,working_girl
488,FFC0CB,warm,3.0,Formal,1,smooth,classic,straight,working_girl
489,DEB24C,warm,1.1,Formal,1,floral,boho,loose,freetime
490,000081,cold,1.1,Formal,1,smooth,street,tight,freetime
491,462C0E,warm,1.1,Formal,1,vertical_stripes,boho,loose,freetime
492,FFC0CB,warm,2.0,Informal,1,smooth,casual,straight,freetime
493,FFFFFF,warm,2.0,Informal,1,smooth,casual,straight,freetime
494,000000,warm,2.0,Informal,1,smooth,casual,straight,freetime
495,FFC0CB,cold,3.1,Informal,1,smooth,casual,straight,freetime
496,00008b,warm,1.2,Informal,2,smooth,minimal,straight,freetime
497,0000FF,cold,3.0,Formal,2,smooth,classic,loose,freetime
498,008000,cold,3.0,Formal,2,smooth,classic,loose,freetime
499,FFC0CB,warm,2.0,Informal,2,smooth,street,straight,freetime
500,000000,warm,2.0,Informal,2,smooth,street,straight,freetime
501,FFFFFF,warm,2.0,Informal,2,smooth,street,straight,freetime
502,00008b,warm,2.0,Informal,2,smooth,street,straight,freetime
503,A57E62,warm,1.1,Formal,3,miniprint,classic,straight,freetime
504,DFC8B2,warm,1.1,Formal,3,miniprint,classic,straight,freetime
505,BBA9E4,cold,3.0,Informal,5,animal_print,street,loose,freetime
506,FFFFFF,warm,2.0,Informal,2,floral,casual,straight,freetime
507,808080,warm,2.0,Informal,2,floral,casual,straight,freetime
508,BBA9E4,warm,3.0,Formal,2,floral,boho,loose,freetime
509,00008b,cold,1.1,Formal,1,smooth,casual,tight,work
510,FFFF00,warm,2.0,Informal,2,gradient,casual,loose,freetime
511,00008b,warm,2.0,Informal,2,smooth,boho,tight,night
512,BBE2AD,warm,2.0,Informal,2,smooth,boho,tight,night
513,0000FF,warm,2.0,Informal,2,smooth,boho,tight,night
514,000000,warm,2.0,Informal,2,smooth,boho,tight,night
515,40E0D0,warm,2.0,Informal,1,smooth,boho,straight,night
516,FFFFFF,warm,2.0,Informal,1,smooth,boho,straight,night
517,DEB24C,warm,2.0,Informal,1,smooth,boho,straight,night
518,00008b,warm,2.0,Informal,1,smooth,boho,straight,night
519,000000,warm,2.0,Informal,1,smooth,boho,straight,night
520,000000,warm,1.1,Formal,2,miniprint,classic,tight,working_girl
521,9A8176,warm,1.1,Formal,2,miniprint,classic,tight,working_girl
522,00008b,warm,1.1,Formal,2,miniprint,classic,tight,working_girl
523,FFFFFF,warm,2.0,Informal,2,bodoque,classic,straight,freetime
524,00008b,warm,2.0,Informal,2,bodoque,classic,straight,freetime
525,000000,warm,2.0,Informal,2,bodoque,classic,straight,freetime
526,FFC0CB,warm,1.1,Informal,2,smooth,minimal,straight,freetime
527,DFC8B2,warm,1.1,Informal,2,smooth,minimal,straight,freetime
528,000000,warm,1.1,Informal,2,smooth,minimal,straight,freetime
529,000081,cold,2.0,Informal,2,ethnic,boho,straight,freetime
530,DEB24C,warm,2.0,Informal,3,ethnic,boho,straight,freetime
531,DEB24C,cold,2.0,Informal,3,geometric,boho,straight,freetime
532,462C0E,cold,3.0,Informal,2,smooth,boho,loose,freetime
533,DEB24C,cold,3.0,Informal,2,smooth,boho,loose,freetime
534,000000,cold,3.0,Informal,2,smooth,boho,loose,freetime
535,DFC8B2,warm,3.0,Formal,3,sheets,classic,straight,work
536,ECE9D6,warm,2.0,Informal,1,smooth,casual,oversize,freetime
537,666633,warm,2.0,Informal,1,smooth,casual,oversize,freetime
538,000000,warm,2.0,Informal,1,smooth,casual,oversize,freetime
539,000000,warm,3.1,Formal,3,miniprint,street,tight,work
540,00008b,warm,1.1,Formal,2,floral,classic,loose,freetime
541,000000,warm,3.1,Formal,3,ethnic,boho,loose,freetime
542,D84936,warm,3.1,Informal,3,printed,boho,loose,freetime
543,00008b,warm,1.2,Formal,2,smooth,classic,straight,special_occasion
544,00008b,cold,1.1,Informal,1,smooth,street,tight,freetime
545,00008b,warm,1.2,Formal,2,miniprint,classic,straight,freetime
546,FFFFFF,cold,2.0,Formal,2,animal_print,boho,straight,freetime
547,00008b,warm,1.1,Formal,2,miniprint,classic,straight,freetime
548,87CEFA,warm,3.0,Formal,1,vertical_stripes,classic,straight,freetime
549,BBA9E4,warm,3.1,Informal,3,floral,street,loose,freetime
550,FFA500,warm,3.1,Informal,3,floral,street,loose,freetime
551,800000,warm,1.1,Formal,1,smooth,classic,tight,freetime
552,00008b,warm,1.1,Formal,1,smooth,classic,tight,freetime
553,B94600,warm,1.1,Formal,1,smooth,classic,tight,freetime
554,000000,warm,1.1,Formal,1,smooth,classic,tight,freetime
555,9A8176,warm,1.1,Formal,1,smooth,classic,tight,freetime
556,D3D3D3,cold,3.1,Informal,1,smooth,street,straight,freetime
557,008000,warm,3.1,Informal,3,sheets,boho,straight,freetime
558,808080,warm,2.0,Informal,1,mariniere,boho,straight,freetime
559,00008b,cold,3.0,Formal,3,ethnic,boho,straight,freetime
560,462C0E,warm,1.1,Informal,3,animal_print,night,straight,night
561,000000,cold,3.0,Informal,2,geometric,street,straight,freetime
562,000000,warm,1.1,Informal,2,smooth,minimal,tight,working_girl
563,FFFF00,warm,3.2,Formal,3,vertical_stripes,casual,,freetime
564,40E0D0,warm,3.2,Formal,3,vertical_stripes,casual,,freetime
565,00008b,warm,3.2,Formal,3,vertical_stripes,casual,,freetime
566,00008b,warm,3.2,Informal,1,ethnic,boho,,freetime
567,DEB24C,warm,3.2,Informal,1,ethnic,boho,,freetime
568,FFC0CB,warm,1.1,Informal,3,horizontal_stripes,street,straight,freetime
569,000000,warm,3.0,Formal,2,smooth,classic,loose,freetime
570,00008b,warm,2.0,Formal,1,smooth,classic,straight,freetime
571,FFFF00,warm,2.0,Formal,1,smooth,classic,straight,freetime
572,FFFFFF,warm,2.0,Formal,1,smooth,classic,straight,freetime
573,B11730,warm,2.0,Informal,2,smooth,casual,straight,freetime
574,FFFF00,warm,2.0,Informal,2,smooth,casual,straight,freetime
575,00008b,warm,2.0,Informal,2,smooth,casual,straight,freetime
576,ECE9D6,warm,2.0,Informal,2,smooth,casual,straight,freetime
577,0000FF,warm,2.0,Informal,2,smooth,casual,straight,freetime
578,00008b,cold,3.1,Informal,2,smooth,street,loose,freetime
579,DFC8B2,cold,3.1,Formal,1,smooth,classic,straight,freetime
580,00008b,cold,3.1,Formal,1,smooth,classic,straight,freetime
581,00008b,warm,3.0,Formal,1,floral,boho,straight,freetime
582,00008b,cold,2.0,Informal,1,vertical_stripes,boho,loose,freetime
583,000000,cold,2.0,Informal,1,vertical_stripes,boho,loose,freetime
584,000081,warm,2.0,Informal,2,vertical_stripes,minimal,straight,working_girl
585,008000,warm,1.1,Formal,3,sheets,classic,straight,freetime
586,808080,cold,3.0,Informal,2,smooth,casual,straight,work
587,DEB24C,warm,1.2,Informal,3,retro,boho,straight,freetime
588,000081,warm,2.0,Formal,2,floral,classic,loose,freetime
589,008000,warm,2.0,Formal,3,animal_print,classic,straight,work
590,462C0E,warm,1.1,Formal,3,floral,classic,straight,work
591,FFFFFF,warm,1.1,Informal,2,smooth,street,tight,freetime
592,00008b,warm,1.1,Informal,3,sheets,boho,straight,freetime
593,DEB24C,warm,1.1,Informal,2,smooth,minimal,straight,freetime
594,000081,cold,3.0,Informal,2,horizontal_stripes,casual,straight,freetime
595,00008b,warm,1.1,Formal,3,geometric,classic,straight,freetime
596,ECE9D6,warm,2.0,Informal,1,smooth,minimal,straight,freetime
597,D3D3D3,cold,1.1,Formal,1,smooth,classic,straight,work
598,00008b,cold,1.1,Formal,1,smooth,classic,straight,work
599,B94600,cold,1.1,Formal,1,smooth,classic,straight,work
600,B11730,cold,1.1,Formal,1,smooth,classic,straight,work
601,00008b,cold,3.0,Formal,2,smooth,classic,tight,work
602,DEB24C,warm,1.1,Formal,2,floral,boho,loose,freetime
603,ECE9D6,warm,1.1,Formal,2,floral,boho,loose,freetime
604,FFFFFF,warm,3.0,Formal,2,smooth,classic,loose,freetime
605,FFFFFF,warm,2.0,Formal,2,floral,classic,straight,work
606,000000,warm,1.1,Formal,1,geometric,classic,tight,freetime
607,FFA500,warm,1.2,Informal,2,floral,boho,loose,freetime
608,FFA500,warm,2.0,Informal,1,horizontal_stripes,casual,loose,freetime
609,00008b,warm,2.0,Informal,1,horizontal_stripes,casual,loose,freetime
610,FFA500,warm,2.0,Informal,2,horizontal_stripes,casual,straight,freetime
611,FFFF00,warm,2.0,Informal,2,horizontal_stripes,casual,straight,freetime
612,000000,warm,1.1,Formal,2,vichy,street,tight,freetime
613,000081,cold,2.0,Formal,1,vertical_stripes,classic,straight,freetime
614,00008b,warm,1.1,Formal,1,smooth,classic,straight,freetime
615,00008b,warm,2.0,Informal,1,horizontal_stripes,street,straight,freetime
616,F29985,warm,2.0,Informal,1,horizontal_stripes,street,straight,freetime
617,0000FF,warm,2.0,Informal,1,horizontal_stripes,street,straight,freetime
618,ECE9D6,warm,3.0,Formal,2,bodoque,classic,tight,special_occasion
619,87CEFA,warm,1.1,Informal,1,smooth,street,tight,freetime
620,000000,warm,1.1,Informal,1,smooth,casual,tight,work
621,000000,warm,1.2,Informal,2,smooth,minimal,straight,work
622,F29985,warm,1.2,Informal,2,smooth,minimal,straight,work
623,00008b,warm,1.1,Informal,3,smooth,minimal,straight,freetime
624,000000,warm,1.1,Informal,3,smooth,minimal,straight,freetime
625,000000,warm,2.0,Informal,1,vertical_stripes,minimal,straight,freetime
626,FFA500,warm,2.0,Informal,1,vertical_stripes,minimal,straight,freetime
627,FFFFFF,warm,3.1,Formal,3,floral,classic,straight,freetime
628,000000,warm,3.1,Formal,3,floral,classic,straight,freetime
629,B11730,warm,2.0,Informal,2,horizontal_stripes,street,straight,freetime
630,87CEFA,warm,2.0,Informal,2,horizontal_stripes,street,straight,freetime
631,00008b,warm,2.0,Informal,2,horizontal_stripes,street,straight,freetime
632,D84936,warm,1.1,Formal,1,floral,classic,loose,work
633,ECE9D6,cold,2.0,Informal,2,miniprint,casual,loose,work
634,000081,warm,1.2,Informal,3,floral,boho,straight,freetime
635,000000,cold,1.2,Formal,2,floral,classic,straight,freetime
636,87CEFA,warm,1.2,Informal,2,floral,boho,loose,freetime
637,00008b,warm,1.2,Informal,2,vertical_stripes,minimal,straight,work
638,462C0E,warm,3.0,Formal,2,smooth,classic,straight,freetime
639,DFC8B2,warm,3.0,Formal,2,smooth,classic,straight,freetime
640,000000,warm,1.1,Formal,2,printed,classic,loose,freetime
641,FFFFFF,warm,2.0,Informal,2,miniprint,boho,straight,work
642,00008b,cold,1.2,Formal,2,horizontal_stripes,classic,tight,freetime
643,00008b,warm,3.0,Formal,2,horizontal_stripes,classic,tight,work
644,00008b,warm,3.0,Informal,2,smooth,boho,straight,work
645,B94600,warm,3.0,Informal,2,smooth,boho,straight,work
646,B11730,warm,3.0,Informal,2,smooth,boho,straight,work
647,B11730,cold,2.0,Formal,2,sheets,classic,straight,freetime
648,DEB24C,warm,2.0,Informal,1,horizontal_stripes,casual,loose,freetime
649,000000,warm,1.2,Formal,1,smooth,classic,loose,night
650,00008b,warm,1.2,Formal,2,floral,classic,straight,work
651,FFFFFF,warm,3.0,Informal,1,smooth,classic,straight,freetime
652,000000,warm,2.0,Informal,2,smooth,boho,straight,night
653,40E0D0,warm,2.0,Informal,2,smooth,boho,straight,night
654,FFFFFF,warm,2.0,Informal,2,smooth,boho,straight,night
655,800000,warm,2.0,Informal,2,smooth,boho,straight,night
656,DEB24C,warm,2.0,Informal,2,smooth,boho,straight,night
657,B94600,warm,1.2,Formal,2,smooth,classic,straight,freetime
658,DEB24C,warm,1.2,Formal,2,smooth,classic,straight,freetime
659,666633,warm,1.2,Formal,2,smooth,classic,straight,freetime
660,00008b,cold,1.1,Informal,2,smooth,casual,tight,freetime
661,000000,warm,3.1,Informal,2,floral,boho,loose,freetime
662,164A0A,warm,1.1,Informal,1,tropical,boho,loose,freetime
663,B94600,warm,1.1,Informal,1,smooth,minimal,straight,freetime
664,666633,warm,1.1,Informal,1,smooth,minimal,straight,freetime
665,B5A45F,warm,3.2,Informal,5,smooth,night,,freetime
666,B5A45F,warm,3.2,Formal,5,smooth,night,,night
667,DFC8B2,warm,3.1,Informal,3,animal_print,street,straight,freetime
668,FFFFFF,cold,3.0,Informal,4,smooth,minimal,straight,work
669,666633,cold,1.1,Informal,2,smooth,night,tight,night
670,DFC8B2,cold,3.1,Informal,1,smooth,minimal,straight,freetime
671,87CEFA,warm,1.1,Informal,3,floral,boho,tight,freetime
672,F29985,warm,2.0,Informal,1,smooth,boho,straight,freetime
673,000000,warm,2.0,Informal,1,smooth,boho,straight,freetime
674,D84936,warm,2.0,Informal,1,smooth,boho,straight,freetime
675,0000FF,warm,2.0,Informal,1,smooth,boho,straight,freetime
676,00008b,warm,2.0,Informal,1,smooth,boho,straight,freetime
677,B11730,warm,2.0,Informal,1,smooth,boho,straight,freetime
678,008000,warm,2.0,Informal,1,smooth,boho,straight,freetime
679,FFFFFF,warm,2.0,Formal,2,polka_dot,classic,straight,freetime
680,D84936,warm,2.0,Formal,2,polka_dot,classic,straight,freetime
681,C19A6B,warm,2.0,Formal,2,polka_dot,classic,straight,freetime
682,00008b,cold,3.0,Informal,2,smooth,casual,straight,freetime
683,5F5E5E,cold,3.0,Informal,2,smooth,casual,straight,freetime
684,A57E62,cold,3.0,Informal,2,smooth,casual,straight,freetime
685,000000,warm,2.0,Informal,2,smooth,casual,tight,work
686,800000,warm,2.0,Informal,2,smooth,casual,tight,work
687,666633,warm,2.0,Informal,2,smooth,casual,tight,work
688,DEB24C,warm,2.0,Informal,2,sheets,classic,loose,freetime
689,164A0A,warm,2.0,Informal,2,sheets,classic,loose,freetime
690,87CEFA,warm,1.1,Formal,1,vertical_stripes,minimal,straight,work
691,DFC8B2,warm,1.1,Formal,1,vertical_stripes,minimal,loose,freetime
692,000081,warm,1.1,Formal,1,vertical_stripes,minimal,loose,freetime
693,FFFFFF,warm,2.0,Informal,1,vertical_stripes,casual,straight,freetime
694,00008b,warm,2.0,Informal,1,vertical_stripes,casual,straight,freetime
695,87CEFA,warm,2.0,Informal,2,printed,boho,straight,freetime
696,FFFFFF,warm,2.0,Informal,2,printed,boho,straight,freetime
697,008000,warm,1.2,Informal,3,tropical,minimal,straight,freetime
698,164A0A,warm,3.1,Formal,2,smooth,casual,straight,freetime
699,000000,warm,3.1,Formal,2,smooth,casual,straight,freetime
700,000000,warm,2.0,Informal,1,smooth,boho,loose,work
701,164A0A,warm,2.0,Informal,1,smooth,boho,loose,work
702,FFFFFF,warm,2.0,Informal,1,smooth,boho,loose,work
703,B11730,warm,2.0,Informal,1,horizontal_stripes,casual,loose,freetime
704,000000,warm,2.0,Informal,1,horizontal_stripes,casual,loose,freetime
705,666633,warm,2.0,Informal,1,horizontal_stripes,casual,loose,freetime
706,87CEFA,cold,3.0,Informal,2,smooth,street,tight,freetime
707,0000FF,cold,3.0,Informal,2,smooth,street,tight,freetime
708,D3D3D3,cold,3.0,Informal,2,smooth,casual,oversize,freetime
709,5F5E5E,cold,3.0,Informal,2,smooth,casual,oversize,freetime
710,00008b,warm,1.1,Informal,3,vertical_stripes,street,loose,freetime
711,666633,warm,1.1,Informal,1,smooth,boho,loose,freetime
712,FFA500,warm,1.1,Informal,1,smooth,boho,loose,freetime
713,D3D3D3,cold,3.0,Informal,1,smooth,casual,straight,freetime
714,00008b,cold,3.0,Informal,1,smooth,casual,straight,freetime
715,FFC0CB,cold,3.0,Informal,1,smooth,casual,straight,freetime
716,DFC8B2,cold,3.1,Informal,2,smooth,casual,straight,freetime
717,FFC0CB,cold,3.1,Informal,2,smooth,casual,straight,freetime
718,666633,cold,3.1,Informal,1,smooth,casual,straight,freetime
719,00008b,cold,3.1,Informal,1,smooth,casual,straight,freetime
720,FFC0CB,cold,3.1,Informal,1,smooth,casual,straight,freetime
721,800000,cold,1.2,Formal,2,smooth,classic,tight,working_girl
722,00008b,cold,1.2,Formal,2,smooth,classic,tight,working_girl
723,00008b,warm,3.1,Informal,2,smooth,casual,straight,freetime
724,000000,warm,3.1,Informal,2,smooth,casual,straight,freetime
725,FFA500,warm,1.1,Formal,5,smooth,street,tight,freetime
726,000000,warm,1.1,Formal,5,smooth,street,tight,freetime
727,000000,warm,3.0,Informal,1,smooth,minimal,loose,freetime
728,00008b,warm,3.0,Informal,1,smooth,minimal,loose,freetime
729,D3D3D3,warm,1.1,Formal,1,smooth,street,tight,freetime
730,FFFFFF,warm,2.0,Informal,2,floral,classic,straight,freetime
731,00008b,cold,1.1,Formal,2,smooth,classic,straight,work
732,FFA500,cold,1.1,Formal,2,smooth,classic,straight,work
733,FFC0CB,cold,1.1,Formal,2,smooth,classic,straight,work
734,ECE9D6,warm,3.0,Formal,2,vertical_stripes,casual,straight,freetime
735,808080,warm,3.2,Informal,3,vertical_stripes,street,,freetime
736,BBE2AD,warm,3.2,Informal,3,vertical_stripes,street,,freetime
737,000081,warm,3.2,Informal,3,vertical_stripes,street,,freetime
738,ECE9D6,warm,3.2,Informal,3,vertical_stripes,street,,freetime
739,B94600,cold,3.2,Informal,3,smooth,street,,freetime
740,164A0A,cold,3.2,Informal,3,smooth,street,,freetime
741,DEB24C,cold,3.2,Informal,3,smooth,street,,freetime
742,B94600,warm,3.2,Informal,3,smooth,street,,freetime
743,164A0A,warm,3.2,Informal,3,smooth,street,,freetime
744,DEB24C,warm,3.2,Informal,3,smooth,street,,freetime
745,FFA500,warm,3.2,Informal,2,checked,casual,,work
746,87CEFA,warm,3.2,Informal,2,checked,casual,,work
747,FFFF00,warm,3.2,Informal,2,checked,casual,,work
748,008000,warm,3.2,Informal,2,checked,casual,,work
749,D84936,warm,1.2,Informal,3,floral,boho,straight,work
750,164A0A,cold,3.0,Informal,2,smooth,boho,straight,work
751,9A8176,cold,3.0,Informal,2,smooth,boho,straight,work
752,808080,cold,3.0,Informal,2,smooth,boho,straight,work
753,D3D3D3,cold,3.0,Informal,2,smooth,boho,straight,work
754,00008b,cold,3.1,Formal,1,smooth,minimal,tight,working_girl
755,000000,cold,3.1,Formal,1,smooth,minimal,tight,working_girl
756,D3D3D3,warm,3.1,Informal,3,smooth,casual,straight,freetime
757,FFC0CB,warm,3.1,Informal,3,smooth,casual,straight,freetime
758,000081,warm,3.1,Informal,3,smooth,casual,straight,freetime
759,DEB24C,warm,3.2,Informal,2,smooth,classic,,freetime
760,B11730,warm,3.2,Informal,2,smooth,classic,,freetime
761,00008b,warm,3.2,Formal,2,cachemere,classic,,freetime
762,008000,warm,3.2,Formal,2,cachemere,classic,,freetime
763,000000,cold,3.2,Informal,3,smooth,boho,,freetime
764,B11730,cold,3.2,Informal,3,smooth,boho,,freetime
765,000000,cold,3.2,Informal,1,smooth,street,,freetime
766,B11730,cold,3.2,Informal,1,smooth,street,,freetime
767,BBA9E4,warm,3.1,Formal,3,floral,boho,straight,freetime
768,B11730,warm,2.0,Formal,2,smooth,classic,straight,freetime
769,ECE9D6,warm,2.0,Formal,2,smooth,classic,straight,freetime
770,FFFFFF,warm,3.0,Formal,2,floral,classic,loose,freetime
771,B94600,cold,3.2,Formal,2,smooth,classic,,freetime
772,C7A2A2,cold,3.2,Formal,2,smooth,classic,,freetime
773,B94600,cold,3.2,Formal,2,smooth,classic,,freetime
774,C7A2A2,cold,3.2,Formal,2,smooth,classic,,freetime
775,E65A5B,warm,1.1,Formal,2,smooth,street,tight,freetime
776,FFFF00,warm,1.1,Formal,2,smooth,street,tight,freetime
777,00008b,warm,1.2,Informal,3,animal_print,night,straight,night
778,ECE9D6,cold,3.0,Informal,3,horizontal_stripes,street,loose,freetime
779,ECE9D6,warm,2.0,Informal,3,floral,boho,loose,freetime
780,00008b,warm,2.0,Formal,1,floral,classic,straight,freetime
781,D84936,warm,2.0,Formal,1,floral,classic,straight,freetime
782,164A0A,warm,1.2,Informal,2,smooth,boho,straight,freetime
783,000000,warm,1.2,Informal,2,smooth,boho,straight,freetime
784,000000,warm,1.1,Informal,2,smooth,boho,straight,freetime
785,164A0A,warm,1.1,Informal,2,smooth,boho,straight,freetime
786,FF00A8,warm,3.0,Formal,1,smooth,classic,straight,freetime
787,FFFF00,warm,3.0,Formal,1,smooth,classic,straight,freetime
788,E65A5B,warm,3.0,Formal,1,smooth,classic,straight,freetime
789,D3D3D3,warm,3.0,Formal,1,smooth,classic,straight,freetime
790,FFFFFF,warm,3.0,Formal,1,smooth,classic,straight,freetime
791,E65A5B,warm,3.2,Informal,3,smooth,boho,,night
792,C7A2A2,warm,3.2,Informal,3,smooth,boho,,night
793,ECE9D6,warm,2.0,Informal,1,vertical_stripes,casual,loose,freetime
794,614051,warm,1.2,Informal,2,horizontal_stripes,street,straight,freetime
795,DFC8B2,warm,1.2,Formal,2,vertical_stripes,classic,straight,freetime
796,000000,warm,1.2,Formal,2,vertical_stripes,classic,straight,freetime
797,000081,warm,1.2,Formal,2,vertical_stripes,classic,straight,freetime
798,FFFF00,warm,1.1,Formal,2,retro,classic,loose,freetime
799,008000,warm,1.1,Formal,2,retro,classic,loose,freetime
800,00008b,cold,1.1,Formal,1,smooth,classic,straight,freetime
801,DFC8B2,cold,3.0,Informal,2,smooth,casual,straight,work
802,0000FF,cold,3.0,Informal,2,smooth,casual,straight,work
803,F29985,cold,3.0,Informal,2,smooth,casual,straight,work
804,40E0D0,cold,3.0,Informal,2,smooth,casual,straight,work
805,164A0A,cold,1.1,Formal,2,smooth,boho,loose,working_girl
806,808080,warm,3.0,Formal,4,smooth,classic,straight,work
807,000081,cold,1.1,Formal,1,smooth,street,tight,freetime
808,808080,cold,3.0,Formal,4,smooth,classic,straight,work
809,000000,warm,1.2,Formal,3,floral,boho,loose,freetime
810,000000,warm,2.0,Informal,2,polka_dot,boho,straight,night
811,FFC0CB,warm,2.0,Informal,2,polka_dot,boho,straight,night
812,ECE9D6,warm,2.0,Informal,2,polka_dot,boho,straight,night
813,FFFF00,warm,3.2,Formal,2,printed,classic,,freetime
814,0000FF,warm,3.2,Formal,2,printed,classic,,freetime
815,87CEFA,cold,1.1,Formal,2,smooth,street,tight,freetime
816,00008b,cold,1.1,Formal,2,smooth,street,tight,freetime
817,000000,warm,1.1,Informal,2,floral,classic,loose,freetime
818,D3D3D3,warm,3.0,Formal,1,smooth,classic,straight,freetime
819,C19A6B,warm,3.0,Formal,1,smooth,classic,straight,freetime
820,DEB24C,warm,3.0,Formal,1,smooth,classic,straight,freetime
821,000000,warm,3.0,Formal,1,smooth,classic,straight,freetime
822,164A0A,warm,3.0,Formal,1,smooth,classic,straight,freetime
823,462C0E,warm,2.0,Informal,1,horizontal_stripes,boho,straight,freetime
824,FFFF00,warm,2.0,Informal,1,horizontal_stripes,boho,straight,freetime
825,000081,warm,2.0,Informal,1,horizontal_stripes,boho,straight,freetime
826,000000,cold,3.0,Informal,1,horizontal_stripes,casual,straight,freetime
827,00008b,cold,1.1,Formal,1,smooth,street,tight,freetime
828,000081,cold,1.1,Formal,2,smooth,street,tight,freetime
829,800000,cold,3.2,Formal,4,smooth,classic,straight,working_girl
830,000081,warm,3.0,Informal,2,smooth,minimal,straight,freetime
831,5F5E5E,warm,3.0,Informal,2,smooth,minimal,straight,freetime
832,00008b,warm,1.1,Informal,3,printed,boho,straight,freetime
833,000000,warm,1.1,Informal,3,printed,boho,straight,freetime
834,DEB24C,warm,2.0,Informal,3,smooth,boho,loose,work
835,ECE9D6,warm,2.0,Informal,2,animal_print,street,straight,freetime
836,000000,cold,1.1,Formal,3,smooth,street,tight,night
837,000000,cold,3.0,Informal,1,smooth,minimal,straight,freetime
838,00008b,cold,3.0,Informal,1,smooth,minimal,straight,freetime
839,ECE9D6,cold,3.0,Informal,1,smooth,minimal,straight,freetime
840,B11730,warm,2.0,Informal,2,smooth,classic,straight,freetime
841,00008b,warm,2.0,Informal,2,smooth,classic,straight,freetime
842,ECE9D6,warm,2.0,Informal,2,smooth,classic,straight,freetime
843,008000,warm,2.0,Informal,2,smooth,classic,straight,freetime
844,FFC0CB,warm,1.1,Formal,3,smooth,classic,loose,freetime
